workload,strategy,property,mutations,mode,discards,tests,shrinks,time
"rbt-rocq","TypeBasedGenerator","InsertValid",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertValid",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["miscolor_delete"],"solve",327.30,247.20,0.00,0.1084
"rbt-rocq","TypeBasedGenerator","DeleteValid",["miscolor_balLeft"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["miscolor_balRight"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["miscolor_join_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["miscolor_join_2"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteValid",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["delete_4"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["delete_5"],"solve",11283.90,1841.60,0.00,3.6405
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["miscolor_balLeft"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["miscolor_balRight"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["miscolor_join_2"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteDelete",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteModel",["delete_4"],"solve",0.20,0.00,0.00,0.0002
"rbt-rocq","TypeBasedFuzzer","DeleteModel",["delete_5"],"solve",1506.30,113.70,0.00,0.4742
"rbt-rocq","TypeBasedFuzzer","DeleteModel",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteModel",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeletePost",["delete_4"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeletePost",["delete_5"],"solve",1361.00,477.80,0.00,0.4256
"rbt-rocq","TypeBasedFuzzer","DeletePost",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeletePost",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["delete_4"],"solve",2.20,0.00,0.00,0.0012
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["insert_1"],"solve",37.70,4.90,0.00,0.0483
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["insert_2"],"solve",104.20,219.00,0.00,0.0889
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["delete_5"],"solve",104.20,59.30,0.00,0.1096
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["miscolor_insert"],"solve",13.10,16.20,0.00,0.0461
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["no_balance_insert_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["no_balance_insert_2"],"solve",556.80,17.80,0.00,0.2104
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","DeleteInsert",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["delete_4"],"solve",2.10,0.10,0.00,0.0006
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["insert_2"],"solve",244.70,21.30,0.00,0.1247
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["insert_3"],"solve",1513.80,710.00,0.00,0.3989
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["no_balance_insert_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["no_balance_insert_2"],"solve",4.10,174.80,0.00,0.1425
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertDelete",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertPost",["insert_1"],"solve",7.90,0.00,0.00,0.0242
"rbt-rocq","TypeBasedFuzzer","InsertPost",["insert_2"],"solve",175.00,323.20,0.00,0.1072
"rbt-rocq","TypeBasedFuzzer","InsertPost",["insert_3"],"solve",1890.10,713.40,0.00,0.5396
"rbt-rocq","TypeBasedFuzzer","InsertPost",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertPost",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedFuzzer","InsertModel",["insert_1"],"solve",2.10,0.00,0.00,0.0003
"rbt-rocq","TypeBasedFuzzer","InsertModel",["insert_2"],"solve",2.60,1.60,0.00,0.0018
"rbt-rocq","TypeBasedFuzzer","InsertModel",["insert_3"],"solve",140.90,97.80,0.00,0.0729
"rbt-rocq","TypeBasedFuzzer","InsertModel",["swap_bc"],"solve",NaN,NaN,NaN,NaN
